priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
Low,Cafes,Jawad Spices Restaurant for Catering,مركز معين المدينة التجاري,Medina,3.3,4,,1,058 098 5400,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4655403,39.6159396,"طعام جيد بسعر معقول. فقط احرص على الحصول على السعر من النادل ""الودود"" كتابيًا قبل الطلب، لأنهم قد يزيدونه عند دفع الفاتو… | أخبرني النادل أن سعر وجبتي ١٥ ريالًا، ولكن عندما ذهبت للدفع بعد الأكل، طالبني بـ ٢٠ ريالًا بحجة أن النادل لم يكن يعرف ال… | تجنبوا الذهاب إلى هذا المطعم. طلبتُ طبقين من الهاندي وبرياني، وكان البرياني فاسدًا وكأنه مضى عليه أربعة أيام. عندما سألت…",,60.0,Mid,0,0,0.5,Mixed,,,False,South,28.09,Tier 3,❌ Weak
Medium,Cafes,ملي كافيه | milli cafe,مركز معين المدينة التجاري,Medina,4.6,94,,16,,,,24.4686477,39.5469587,صراحة مِلي كافيه فاجأني بجماله! السبانيش لاتيه كان مضبوط على الآخر، ناعم ولذيذ، وكيكة التيراميسو شيء ثاني… خفيفة وتذوب ف… | من افضل الكافيهات الي في المدينة من حيث الهدوء والجودة والسعر والحلا مره لذيذ وسندوشت الدجاج خياال على ضمانتي وكمان جربت… | بصراحة الخدمة ممتازه والقهوة والحلا ولاغلطة واجواء المباريات حماسية الله يعطيكم العافية,,60.0,Mid,3,0,1.0,Positive,"لذيذ, ممتاز, جودة",,False,South,66.3,Tier 2,💎 Hidden Gem
High,Cafes,تيام كافيه | TYAM CAFE,مركز معين المدينة التجاري,Medina,4.6,606,,12,,,,24.4632502,39.6652547,ما شاء الله تبارك الرحمن 🌿 كافي تيمام مكان راقٍ يلفت الانتباه من أول لحظة، يجمع بين الأصالة والذوق العصري بهوية جميلة وم… | ‏مدينة الجمال مدينة الحبيب مدينة القهوة اللذيذة تفاجأت في هذا المكان الجميل في زيارتي للمدينة المنورة ‏طلبنا صنفين من ال… | المكان رائع و هادي ، الخدمة ممتازة زيارتي كانت في العصر المكان مع ضوء الشمس كان شيء جميييل 🤩 القهوة لذيذة التشيز كيك بال…,,60.0,Mid,8,0,1.0,Positive,"لذيذ, لذيذة, رائع",,False,South,73.53,Tier 2,⭐ Star
High,Cafes,توب كافي,مركز معين المدينة التجاري,Medina,4.0,1173,,5,,,,24.4819373,39.5387369,جيت المكان مرتين عشان اتابع مبارتين الليلة ال2 كانت الشاشة تعرض مباراة مسجلة طلبت من الموظفة أن نبغى مباراة الاتحاد قالت… | الاجواء جدا ممتازة وجلسات حلوه والخدمة ممتازة من الأستاذة ريناد محترمه فرفوشه جدا م شاءلله ابتسامتها ما تفارق وجهها المك… | صراحة الأجواء روعة و الخدمة اكثر من ممتازه و المعسل خرافي و الأسعار حلوة . شكر خاص للموظفة ريناد قمة في التعامل كان عندي…,,60.0,Mid,3,0,1.0,Positive,"ممتاز, ممتازة, خدمة ممتازة",,False,South,63.65,Tier 2,⚠️ Risky
High,Cafes,مطعم سنابل المدينة,مركز معين المدينة التجاري,Medina,4.7,2708,40–80 SAR,16,,,,24.4727196,39.6120494,"This restaurant is absolutely fantastic, offering excellent quality, reasonable prices, and great service. They have a d… | زرنا مطعم السنابل وكانت تجربة رائعة بكل المقاييس! الطعام مذهل، المذاق شهي وجودة المكونات واضحة في كل طبق. جربنا عدة أطبا… | ماشاء الله احسن مطعم عندي في المينة تجي المدينة وما تيجي مطعم سنابل فات عنك كثير الجو حلو والاكل و شكر شخصي للأخ الي بيس…",60.0,60.0,Mid,6,0,1.0,Positive,"رائع, رائعة, مذهل",,False,South,77.91,Tier 1,⭐ Star
High,Cafes,مقهى ومحمصة كفة - فرع الدائري,مركز معين المدينة التجاري,Medina,4.5,5589,40–80 SAR,26,,,,24.4828716,39.6525816,جيتهم امس الصباح فرع الدائري اخدت لبنتي ساندوتش حلومي اخذتها ومشيت البنت وهيا بتاكل طلعت القزازه من فمها الحمدلله ربنا ل… | من افضل الكافيهيات الموجوده في المدينه لدرجه اني اجي من الشرقيه ومااروح الا ذا الكافي الطلب كان كرانشي كيك 10/10 لذيذه و… | تعامل الموظفين مرا كويس والقهوه موزونه والحلى لذيذ الفرع واسع وجميل ماشاءالله بالتوفيق,60.0,60.0,Mid,2,0,1.0,Positive,"لذيذ, جميل",,False,South,78.23,Tier 1,⭐ Star
Low,Cafes,مركز معين المدينة التجاري,مركز معين المدينة التجاري,Medina,4.5,13,,1,,,,24.4643611,39.6127145,انصح بالتعامل معه راقي وجميل والموظفين محترمين..كنت اتمنىاحصل على وظيفه من شده جماله | الحمام لا يوجد. به منديل ولا صابون سائل ولا شيء لتعليق العباية | في محل جولات تحت كويس,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,43.46,Tier 3,💎 Hidden Gem
High,Cafes,موزون,مركز معين المدينة التجاري,Medina,4.5,827,,12,,,,24.4535055,39.5175376,موزون ومن مايعرف موزون 🙂‍↔️♥️. طلبنا كان كركدية و ايس دريب 😮‍💨. ضروري ارجع اجرب الحلى عندهم 🐻 المكان جميل طعم القهوه لذي… | ما شاء الله تبارك الرحمن قهوه عالميه و تعامل و اخلاق ممتازه اتمنى يستمرون على هاذا الشي نذكر موزون ب البدايه و كيف وصله … | احب جوهم ومكان راااايق جدا صح انو صغير ومافيه جلسات كثيره للعوائل بس حلو وهو هادي القهوه كانت لذيذه اما الماتشا عاديه ال…,,60.0,Mid,3,1,0.75,Positive,"لذيذ, ممتاز, جميل",صغير,False,South,69.85,Tier 2,⭐ Star
Low,Cafes,UZBEKFOODS,مركز معين المدينة التجاري,Medina,5.0,3,,1,055 672 5999,,"السبت: 10:00 ص – 12:00 ص, الأحد: 10:00 ص – 12:00 ص, الاثنين: 10:00 ص – 12:00 ص, الثلاثاء: 10:00 ص – 12:00 ص, الأربعاء: 10:00 ص – 12:00 ص, الخميس: 10:00 ص – 12:00 ص, الجمعة: 10:00 ص – 12:00 ص",24.4636938,39.609907,مطعم اوزبكي درجة اولى انصح بتجربته جلساته بجوار النخل بعيد عن ممر المشاة | أجواء رائعة وطعم لذيذ جداً,,60.0,Mid,3,0,1.0,Positive,"لذيذ, رائع, رائعة",,False,South,43.68,Tier 3,💎 Hidden Gem
Medium,Cafes,لاونج فليفور ڤيو FLAVOR VIEW,مركز معين المدينة التجاري,Medina,4.3,720,,2,,,,24.4261984,39.6008973,الجو داخل اللاونج كان خانقًا ويحتاج إلى إضافة شفاطات تهوية إضافية لتحسين جودة الهواء. كما أن خيارات الطعام محدودة على ال… | ممتاز و قعدة مريحة و متباعدة والشيشة ممتازة والقهوة طيبة ...الحلا مو تمام ...الاسعار مقبولة A good place comfortable wit… | المكان والخدمه كلها جميله ورايقه ، الاكل لذيذ ، وكيكة الاسبيشل مرا لذيذه، والموظفين ماقصرو وموظف الاستقبال عبدالرحمن تعا…,,60.0,Mid,6,0,1.0,Positive,"لذيذ, ممتاز, ممتازة",,False,South,55.8,Tier 2,⭐ Star
Low,Cafes,ميفانا مطعم وكافيه,مركز معين المدينة التجاري,Medina,4.3,270,,1,053 986 6640,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4257765,39.598731,للأسف كانت تجربتي في كافيه ميفانا غير مرضية. الخدمة بطيئة والتعامل غير احترافي، وتم احتساب مبلغ زائد في الفاتورة، وعند ا… | المكان جميل لكن الخدمة بطيئة هذا اللي خلاني أقيم هذا التقييم والمكان شبه فاضي لو كان زحمة ممكن الخدمة راح تكون سيئة وجهة… | الجو رايق مررره والخدمة ممتازة والأكل نظيف ولذيذ جدا وعندهم موظفة عراقية مررره ذووق وخدمتها تجنن وتهتم بالزباين مررره ❤️,,60.0,Mid,7,2,0.78,Positive,"لذيذ, ممتاز, ممتازة","بطيئة, سيئة",False,South,44.57,Tier 3,💎 Hidden Gem
Medium,Cafes,بارنز,مركز معين المدينة التجاري,Medina,4.0,751,,6,,,,24.4719905,39.6113988,يعني المدخل والمخرج عليه ملاحظات، اذا صار زحمة الناس توقف لبرا المحل عشانه صغير ومو بيدهم ذا الشي. الخدمة سريعة يعني طلب… | تجربة ممتازة في هذا الفرع. جودة القهوة ممتازة كالعادة، والنظافة واضحة، والأهم تعامل الموظفين كان راقٍ واحترافي. بصراحة ي… | طلبت قهوة سعودية مع التمر بتكلفة ٢٥ ريال.. الطلب مكتوب دلة ولكن يعطيكم مجرد كوب وسط وبدون تمر.. العامل يقول ما نقدم تمر …,,60.0,Mid,6,1,0.86,Positive,"ممتاز, ممتازة, سريع",صغير,False,South,56.9,Tier 2,⚠️ Risky
High,Fast Food,البيك,مركز معين المدينة التجاري,Medina,4.4,49005,20–40 SAR,46,,,,24.4638988,39.616145,فرع وما فيها العروض ؟ تروح الظهر مافي العصر مافيه المغرب مافيه الليل مافيه متى يكون موجود؟ وش فرقت عن المحلات الصغيره ال… | مطعم مميز بخصوص الخدمه مميزه وجبات المسحب والبروست والجمبري لديهم ممتاز يفضل الاكل وهو ساخن يعتبر من افضل مطاعم المنطقة | فرع كبير جداً والخدمة سرييعة مع انه كان في دور طويل الا انه لم يستغرق الامر اكثر من 20 دقيقة,30.0,30.0,Budget,1,1,0.5,Mixed,ممتاز,صغير,False,South,74.19,Tier 2,⭐ Star
Low,Fast Food,Peri peri world 2 by Agrowill green Ltd co,مركز معين المدينة التجاري,Medina,3.4,5,,1,,,,24.4652719,39.612034,اسؤا تجربة واكل بارد واخلاق الموظف البنقالي سيئة جدا يرفع صوته لزباين مافي احترام | طعام طازج وصحي,,60.0,Mid,1,2,0.33,Negative,طازج,"سيئة, بارد",False,South,26.37,Tier 3,❌ Weak
High,Cafes,مخابز وحلويات الكعكي - مخابز حمزة بادي كعكي,مركز معين المدينة التجاري,Medina,4.4,4166,20–40 SAR,53,,,,24.4575524,39.620767,مخابز كعكي في المدينة المنورة تُعد من أشهر المخابز وأكثرها حضورًا في حياة الأهالي والزوار، وتمتاز بتاريخها العريق وجودة … | مخابز الكعكي المعروف لا يعرف من أفضل المخابز في المدينة المنورة اللي تعمل الشوابير والشريك قراقيش · شابورة بزيت الزيتون … | المكان نظيف وفي انواع المخبوزات والكيك والشابورة روووعه شغلهم لذيذ,30.0,30.0,Budget,4,0,1.0,Positive,"لذيذ, نظيف, أفضل",,False,South,77.2,Tier 1,⭐ Star
High,Cafes,فيروز بيكري,مركز معين المدينة التجاري,Medina,4.6,641,,7,,,,24.4927163,39.5819896,مخبوزات فيروز 🥐🧇☕️ يتميز المكان بتنوع منتجاته من فطاير، كرواسون إضافة إلى جودة عالية ونظافة ملحوظة. يقدم المشروبات الساخ… | طلبت من عندهم 2 قهوة اليوم حار صغير و 1 شاي احمر وكروسان حلوم وزعتر ودانيش كاسترد ودانيش ايطاليانو بالنسبة للقهوة للأسف … | عسل عسل الموضفه الموجودة و الماكن يفتح النفس ماشاء الله جربت كروسان البيكان و كروسان تشيز كيك و كنت خايفه مره يطلع حالي …,,60.0,Mid,2,1,0.67,Mixed,"جودة, تنوع",صغير,False,South,62.91,Tier 2,⭐ Star
